,Aspect,Document,Sentiment,Dataset
660,RESTAURANT#PRICES,The only fallback on this restaurant is the prices.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
777,RESTAURANT#PRICES,and you can't beat the prices.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
785,RESTAURANT#PRICES,Also very inexpensive.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
797,RESTAURANT#PRICES,This is a wonderful place on all stand points especially value ofr money.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
888,RESTAURANT#PRICES,Nice value.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
914,RESTAURANT#PRICES,A little pricey but it really hits the spot on a Sunday morning!,negative,ABSA16_Restaurants_Train_SB1_v2.csv
981,RESTAURANT#PRICES,Prices are very good.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1050,RESTAURANT#PRICES,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1074,RESTAURANT#PRICES,It is expensive but well worth the money.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1089,RESTAURANT#PRICES,Priced at upper intermediate range.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1092,RESTAURANT#PRICES,It was pretty inexpensive too.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1147,RESTAURANT#PRICES,This place is a great bargain.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1284,RESTAURANT#PRICES,The price very reasonable.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1406,RESTAURANT#PRICES,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1523,RESTAURANT#PRICES,So what you really end up paying for is the restaurant not the food.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1567,RESTAURANT#PRICES,"Inexpensive, unassuming, great time!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1633,RESTAURANT#PRICES,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1660,RESTAURANT#PRICES,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1863,RESTAURANT#PRICES,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1919,RESTAURANT#PRICES,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1947,RESTAURANT#PRICES,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1962,RESTAURANT#PRICES,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1969,RESTAURANT#PRICES,Expensive,negative,ABSA16_Restaurants_Train_SB1_v2.csv
139,FOOD#PRICES,But the pizza is way to expensive.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
140,FOOD#PRICES,"A large is $20, and toppings are about $3 each.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
203,FOOD#PRICES,It is also extremely well priced.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
353,FOOD#PRICES,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive,ABSA16_Restaurants_Train_SB1_v2.csv
405,FOOD#PRICES,And amazingly cheap.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
471,FOOD#PRICES,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
513,FOOD#PRICES,A little overpriced but worth it once you take a bite.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
677,FOOD#PRICES,The food is so cheap and the waiters are nice.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
756,FOOD#PRICES,Also they were $15 each!,negative,ABSA16_Restaurants_Train_SB1_v2.csv
758,FOOD#PRICES,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
852,FOOD#PRICES,I expected quite a bit more from such an expensive menu.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
986,FOOD#PRICES,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
990,FOOD#PRICES,These are overpriced and you can get better just around the corner:,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1200,FOOD#PRICES,But $1 for each small piece???,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1201,FOOD#PRICES,Not worth it.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1238,FOOD#PRICES,Price and quality of fish alone will keep us from making a return visit.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1247,FOOD#PRICES,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1265,FOOD#PRICES,$20 for all you can eat sushi cannot be beaten.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1320,FOOD#PRICES,Overpriced and not tasty,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1322,FOOD#PRICES,It was totally overpriced- fish and chips was about $15....,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1353,FOOD#PRICES,Not cheap but very yummy.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1399,FOOD#PRICES,overpriced japanese food with mediocre service,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1408,FOOD#PRICES,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1531,FOOD#PRICES,Prices are fair across the board for both food and bev.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1641,FOOD#PRICES,But $500 for a dinner for two that didn't include Wine?,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1645,FOOD#PRICES,"Can't argue about that, but they are clearly over priced.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1738,FOOD#PRICES,The lunch buffet is expensive but is deff worth it.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1768,FOOD#PRICES,Too bad I had paid an extra $2 for the stone bowl.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1799,FOOD#PRICES,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1915,FOOD#PRICES,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
117,DRINKS#QUALITY,Decent wine at reasonable prices.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
133,DRINKS#QUALITY,As always we had a great glass of wine while we waited.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
197,DRINKS#QUALITY,The drinks are always welll made and wine selection is fairly priced.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
377,DRINKS#QUALITY,The sangria was pretty tasty and good on a hot muggy day.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
422,DRINKS#QUALITY,Slightly above average wines start at $70+ with only one selection listed at $30+.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
432,DRINKS#QUALITY,One of us actually liked the expresso - that's it.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
508,DRINKS#QUALITY,Have the iced tea.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
550,DRINKS#QUALITY,The wine the service was very good too.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
738,DRINKS#QUALITY,"I also ordered the Change Mojito, which was out of this world.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
772,DRINKS#QUALITY,We waited at the bar and had martinis that were just right.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
854,DRINKS#QUALITY,Wonderful strawberry daiquiries as well!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
962,DRINKS#QUALITY,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1061,DRINKS#QUALITY,(Always ask the bartender for the SEASONAL beer!!!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1062,DRINKS#QUALITY,Guaranteed to be a tasty experience!),positive,ABSA16_Restaurants_Train_SB1_v2.csv
1112,DRINKS#QUALITY,Good drink.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1167,DRINKS#QUALITY,go here for the drinks!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1170,DRINKS#QUALITY,the drinks are amazing and half off till 8pm.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1172,DRINKS#QUALITY,My fav was the sassy lassi...,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1227,DRINKS#QUALITY,even the wine by the glass was good.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1231,DRINKS#QUALITY,Always good drinks and service is pretty good;,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1292,DRINKS#QUALITY,"Interesting selection, good wines, service fine, fun decor.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1427,DRINKS#QUALITY,"Don't get me started on the margaritas, either.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1428,DRINKS#QUALITY,Mine tasted like the bartender had forgotten to add the tequila.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1457,DRINKS#QUALITY,"The drinks are great, especially when made by Raymond.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1500,DRINKS#QUALITY,"The bar drinks were Eh, ok to say the least.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1541,DRINKS#QUALITY,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1628,DRINKS#QUALITY,The martinis are amazing and very fairly priced.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1683,DRINKS#QUALITY,"However, our $14 drinks were were horrible!",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1805,DRINKS#QUALITY,The sake’s complimented the courses very well and is successfully easing me into the sake world.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1933,DRINKS#QUALITY,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
71,KEYBOARD#DESIGN_FEATURES,"One drawback, I wish the keys were backlit.",negative,ABSA16_Laptops_Train_SB1_v2.csv
184,KEYBOARD#DESIGN_FEATURES,Keyboard good sized and wasy to use.,positive,ABSA16_Laptops_Train_SB1_v2.csv
219,KEYBOARD#DESIGN_FEATURES,Keyboard is reasonable size.,positive,ABSA16_Laptops_Train_SB1_v2.csv
223,KEYBOARD#DESIGN_FEATURES,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",negative,ABSA16_Laptops_Train_SB1_v2.csv
373,KEYBOARD#DESIGN_FEATURES,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",positive,ABSA16_Laptops_Train_SB1_v2.csv
439,KEYBOARD#DESIGN_FEATURES,I find myself using the 10-key more than I thought I would.,positive,ABSA16_Laptops_Train_SB1_v2.csv
531,KEYBOARD#DESIGN_FEATURES,"Oh yea, has no numeric pad on the side.",negative,ABSA16_Laptops_Train_SB1_v2.csv
539,KEYBOARD#DESIGN_FEATURES,There is no number pad to the right of the keyboard which is a bummer.,negative,ABSA16_Laptops_Train_SB1_v2.csv
830,KEYBOARD#DESIGN_FEATURES,I was disappointed when I realized that the keyboard doesn't light up on this model.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1154,KEYBOARD#DESIGN_FEATURES,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1448,KEYBOARD#DESIGN_FEATURES,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1449,KEYBOARD#DESIGN_FEATURES,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1492,KEYBOARD#DESIGN_FEATURES,keys are all in weird places and is way too large for the way it is designed.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1493,KEYBOARD#DESIGN_FEATURES,lots of extra space but the keyboard is ridiculously small.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1567,KEYBOARD#DESIGN_FEATURES,Keyboard could use some trimming.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1583,KEYBOARD#DESIGN_FEATURES,I especially like the backlit keyboard.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1889,KEYBOARD#DESIGN_FEATURES,The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1905,KEYBOARD#DESIGN_FEATURES,plus this computer comes with a full size keyboard.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2038,KEYBOARD#DESIGN_FEATURES,It was nearly impossible to find a laptop that had A) a side keyboard.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2055,KEYBOARD#DESIGN_FEATURES,Love the key layout and the built-in mouse pad - all work well and are properly sized.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2124,KEYBOARD#DESIGN_FEATURES,I like the number pad for work so that's nice,positive,ABSA16_Laptops_Train_SB1_v2.csv
2286,KEYBOARD#DESIGN_FEATURES,"One positive aspect of this laptop is the keyboard, which is larger than usual.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2479,KEYBOARD#DESIGN_FEATURES,The keyboard is backlit but you have to press the F5 key to turn it on.,positive,ABSA16_Laptops_Train_SB1_v2.csv
76,KEYBOARD#DESIGN_FEATURES,I appreciate the relatively large keyboard (with number pad) and screen size.,,EN_LAPT_SB1_TEST_.B.csv
181,KEYBOARD#DESIGN_FEATURES,"- Its keyboard is nicely arranged, silent, and back-lit which is nice, but what I don't like about it is the material attracts oil from your fingers.",,EN_LAPT_SB1_TEST_.B.csv
263,KEYBOARD#DESIGN_FEATURES,"I'm not sure if it was covered in the description, but it does have a backlit keyboard and I'm getting about an 8 hour battery life on one charge (Except I don't use this for games or videos, which obviously would drain the battery faster).",,EN_LAPT_SB1_TEST_.B.csv
424,KEYBOARD#DESIGN_FEATURES,The backlit keyboard is a nice touch especially.,,EN_LAPT_SB1_TEST_.B.csv
447,KEYBOARD#DESIGN_FEATURES,"The keys on the keyboard are evenly spaced and are back-lit, which make it easy to use at night and for speed writing (Typing?).",,EN_LAPT_SB1_TEST_.B.csv
519,KEYBOARD#DESIGN_FEATURES,"Also, and this maybe is another personal quirk, but the keyboard sits a little far back for my taste so my watch scrapes against the edge of the laptop.",,EN_LAPT_SB1_TEST_.B.csv
63,DISPLAY#DESIGN_FEATURES,The LED backlit display makes my pictures pop so much more.,positive,ABSA16_Laptops_Train_SB1_v2.csv
220,DISPLAY#DESIGN_FEATURES,Small screen somewhat limiting but great for travel.,negative,ABSA16_Laptops_Train_SB1_v2.csv
243,DISPLAY#DESIGN_FEATURES,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",positive,ABSA16_Laptops_Train_SB1_v2.csv
282,DISPLAY#DESIGN_FEATURES,Screen size is perfect for portable use in any environment.,positive,ABSA16_Laptops_Train_SB1_v2.csv
370,DISPLAY#DESIGN_FEATURES,Excellent LED monitor and well equipped.,positive,ABSA16_Laptops_Train_SB1_v2.csv
656,DISPLAY#DESIGN_FEATURES,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",positive,ABSA16_Laptops_Train_SB1_v2.csv
670,DISPLAY#DESIGN_FEATURES,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,negative,ABSA16_Laptops_Train_SB1_v2.csv
773,DISPLAY#DESIGN_FEATURES,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,positive,ABSA16_Laptops_Train_SB1_v2.csv
850,DISPLAY#DESIGN_FEATURES,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",positive,ABSA16_Laptops_Train_SB1_v2.csv
922,DISPLAY#DESIGN_FEATURES,"The big screen allows you to enjoy watching movies , pictures and etc!",positive,ABSA16_Laptops_Train_SB1_v2.csv
959,DISPLAY#DESIGN_FEATURES,The screen is very large and crystal clear with amazing colors and resolution.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1470,DISPLAY#DESIGN_FEATURES,But the screen size is not that bad for email and web browsing.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
1565,DISPLAY#DESIGN_FEATURES,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1647,DISPLAY#DESIGN_FEATURES,"The screen is huge and coloful, but no LED backlighting.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1732,DISPLAY#DESIGN_FEATURES,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1876,DISPLAY#DESIGN_FEATURES,"the screen is big, and everything was as described",positive,ABSA16_Laptops_Train_SB1_v2.csv
